Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicatessen,Channel
1171.225161,746.0059528,1263.447561,662.1351963,661.9074546,1307.160286,3
918.2331855,994.5143208,862.865901,883.1033692,843.5432729,1122.700121,2
1321.077524,1113.756382,1525.629857,1098.494919,1153.347645,869.4020851,2
1211.573103,623.3218711,1136.890988,659.5164111,919.3866799,1230.977246,1
1137.527604,762.5781275,918.8548461,815.8567101,1151.7376,993.627533,2
1057.625425,945.469684,897.240274,964.5096371,1192.131801,930.9922976,1
849.0299492,1003.855135,816.742045,975.0351576,997.3662519,1216.008546,3
1125.433327,800.0066776,1161.690567,979.5784449,1311.489934,1255.516681,1
983.8148867,1040.850433,882.4886328,831.4441064,722.0023501,943.9657988,2
1183.338161,983.8630545,1339.959175,852.0825244,752.9061036,1093.745567,2
1144.79015,968.2663485,1054.419766,742.3539237,663.2886965,870.9017548,2
1154.45593,861.6605908,957.8731381,917.948427,1246.991791,889.3792246,1
1058.059711,884.7268074,718.1725381,885.129414,1198.301242,799.8545335,1
998.6299522,706.8700845,673.8290511,512.6605037,568.8384125,1060.025837,0
1168.150756,808.210437,927.7482782,901.721662,1307.617599,890.5901685,2
1238.037482,782.2227691,989.5086874,628.4641615,766.6831673,816.9874695,2
1013.687325,844.6243181,877.1198777,801.9469536,929.7803251,1110.159499,0
1270.669605,767.1669181,1051.156795,753.6328367,1054.600699,844.8777323,1
1147.339315,853.2753226,1120.153096,758.8164286,804.828345,1078.833459,2
1259.63413,751.4757305,1144.970344,804.8426986,1121.076709,995.1080452,0
1308.586511,620.2518033,1086.095235,562.430734,829.4396652,963.9256091,0
1259.566408,691.9195872,1258.079101,715.6071775,931.3281741,1183.910927,3
1210.220544,998.2371845,1749.321399,950.1125284,734.4463601,1477.947461,3
1477.508678,788.1728779,1276.443078,875.1959908,1355.198442,638.2050644,1
740.0578242,1234.683365,891.9714036,1314.145662,1313.75085,1280.495318,3
1239.216289,994.3993467,1318.744562,970.1699217,1064.124681,949.4173814,2
1178.639202,835.3257907,930.0124557,931.4512113,1348.01824,840.5232499,2
813.9157412,1027.475565,998.6057161,980.4902604,840.4496451,1462.395849,3
785.3340413,887.4623672,705.9535862,1002.830343,1208.236405,1373.433275,3
1316.87145,1133.537563,1434.986838,1153.606808,1299.806553,759.6173822,2
965.2995061,1064.744826,969.423392,881.1796283,733.5696939,1054.341572,2
1201.079291,523.5761789,639.6389335,646.4513481,1297.064424,826.5781716,0
1304.3566,600.750012,1344.307553,702.3785847,1005.257831,1292.990997,3
816.2815743,965.3158905,858.9463747,1010.295758,1067.198976,1381.974989,3
1019.252927,861.0608609,649.3636708,869.3056028,1197.23234,834.0269296,1
1216.190389,829.4972196,1149.244151,893.5020958,1177.226986,1005.377221,1
1296.879933,599.5069233,1141.473175,516.1447474,709.6306666,1070.731979,0
1032.552838,701.2548804,1033.463106,632.0110842,657.7873487,1400.772275,0
1182.28621,748.2756878,999.477696,793.1169537,1113.284236,1002.433722,0
1688.224051,232.5972938,1272.244819,159.2355605,662.1634593,796.0367713,1
929.8527208,1109.375401,1403.637482,1082.603022,832.8997453,1570.896066,3
1118.957138,805.5534387,1009.441877,791.5526883,974.6483091,1078.336606,0
1235.579743,798.8676872,1256.670464,856.9673532,1089.20281,1116.169342,2
1268.80802,924.1878407,1019.586253,862.3586872,1117.255113,633.2243794,1
872.6830131,1037.283703,923.8848346,1130.019707,1255.992271,1256.805317,3
989.0281243,989.8586685,986.4166823,867.9290578,808.6809098,1112.31247,2
1230.658509,774.3113945,1083.753556,924.5049507,1365.501812,972.4037058,2
1367.8002,540.2831871,1111.002522,509.7267597,852.231372,957.7952948,1
1180.074291,725.4702101,839.0822444,659.1753573,939.1635743,846.5001729,0
1247.473713,881.6747972,1444.143109,1112.413737,1449.783249,1219.320474,1
1128.512371,650.2361072,620.4068088,435.4725606,620.7212491,787.0262438,0
1095.685713,904.6371049,950.4630265,1007.988597,1342.045655,962.0594724,0
833.5398263,862.4161391,780.2254526,907.5555869,1030.339415,1374.476278,3
1149.428459,725.1430613,821.296654,845.7919311,1332.317463,909.2116994,0
837.8884528,1139.510113,950.9618228,1272.054836,1394.349589,1249.148495,3
1283.841716,248.1179123,462.7077971,415.0440486,1308.369165,769.841668,0
1021.908391,1126.940491,1158.488181,1118.108475,1119.328788,1087.54947,0
1323.887713,959.4866612,1242.194144,921.0909618,1122.808912,723.2521971,1
1488.890859,688.747472,1328.579585,772.5589402,1231.665858,782.8441741,1
1003.794074,887.9330255,677.3392382,896.3786808,1192.861118,867.4440658,3
725.3456132,1106.307905,764.3303022,1142.365818,1155.552969,1311.930208,3
1209.307521,854.3375609,1147.909813,713.6984244,745.3287605,972.2772887,2
981.6852555,833.1046228,931.866098,769.7452402,811.1482992,1249.478776,3
1611.287276,609.5872855,1517.503052,749.1951328,1279.900819,824.3470084,1
1114.523196,866.2321979,941.9335168,724.8621416,788.8044645,933.9033665,2
1536.166675,627.7744452,1327.406438,692.5960315,1175.369072,747.9169421,1
936.2158431,971.5379131,1060.015034,924.1531157,862.6103139,1332.775113,3
1324.599069,783.9190212,1220.444773,851.9351913,1200.468766,904.7975231,1
1160.989599,702.4612438,758.9796306,574.5596172,810.8463125,819.3699936,0
1093.988866,787.0145973,815.7930136,840.9437768,1197.231745,945.4665037,0
1211.446041,989.7402681,1722.343598,936.2619696,731.4828658,1454.760471,3
1335.406936,542.8248732,1101.051632,582.80822,985.7549867,1019.181481,0
1220.39038,957.0376466,1220.637193,960.2318957,1128.694422,926.0593416,2
1271.396642,683.6685167,958.8358455,601.1503373,877.0542277,829.5605474,0
1156.603284,887.8031467,815.2128606,633.7513012,675.4694295,670.7865127,2
1232.434696,1053.497554,1430.859775,935.6141736,842.8425939,1012.23729,2
1500.013058,911.5010658,1568.393505,1156.791904,1671.616244,786.7990444,1
891.2969137,1061.949004,965.3931023,1012.280392,959.27353,1222.371547,3
1159.544257,879.6636099,1218.135778,840.2925634,905.1474418,1135.861199,0
1061.715442,793.1777316,792.887498,685.3316714,830.7626296,967.4743234,0
962.2264329,680.9201704,701.0391247,608.3674902,761.632055,1207.408645,3
1257.786187,1042.227993,1397.46349,1016.937519,1078.902074,942.5962652,2
424.0049641,1353.087643,510.1712347,1435.996276,1368.039568,1399.828482,3
1124.592449,946.5703282,1078.215993,979.9204947,1180.069192,987.6219267,1
994.1025216,1075.065579,853.461009,812.5124447,664.8329749,846.9469909,2
1372.755089,606.7097321,769.5901361,473.7420433,897.1107941,488.0645241,0
1071.319306,870.4250774,865.6069066,959.6878772,1305.357324,957.7869867,0
1083.089759,823.3199628,1025.865265,784.780143,894.9013289,1150.464466,2
1381.777226,718.7044968,1347.297281,839.5435255,1231.785762,1000.763153,1
1045.716738,934.8050291,923.8091122,785.8915847,785.4820476,982.4653397,2
1224.833353,1136.132708,1373.543272,1024.047249,962.3695827,872.9791827,2
1093.811482,927.6772073,1077.523935,874.9060546,944.1120481,1065.830598,0
1112.178593,798.0942798,1263.427178,738.1183404,710.1831289,1376.229659,3
951.699576,869.0351073,954.9762234,961.627638,1147.703171,1312.194798,3
1009.236085,950.5026675,699.13206,937.8972898,1199.316636,807.5836399,1
1299.562022,825.2979057,1679.854469,775.1777461,686.4156571,1405.949834,3
646.1989413,1184.752489,665.9466315,1242.299181,1263.420836,1285.74271,3
1232.516722,979.4831889,1142.5922,1048.078787,1351.626117,795.1001375,2
1068.630474,897.3826669,890.3354081,973.3675439,1285.163811,959.1832177,0
950.5215819,1143.537362,937.7919075,1195.027848,1332.095598,983.4335208,0
1334.887657,887.0269363,1275.560126,1011.238002,1401.014923,832.5978856,1
1032.639843,976.4677173,882.5711083,1089.869294,1415.28636,941.5766643,0
1159.98647,951.1507199,1318.582704,1082.904551,1292.134353,1180.282422,3
1062.404591,943.5978908,926.9339197,1003.965644,1268.189681,959.2821058,0
1040.661086,914.215518,900.0915977,778.8908303,804.7475841,991.5111628,2
1240.96532,756.903394,1125.55852,903.291822,1325.17685,1015.685037,2
785.6370931,1183.48968,855.4411495,1014.919629,782.1525538,1178.791825,2
1160.885119,781.7728035,1016.923384,709.9031174,858.7417888,1018.985184,2
1056.54506,986.2118453,983.4025141,1013.381072,1197.659444,982.9208113,1
827.4729584,860.764768,924.7954994,882.3550144,886.0344048,1546.05104,3
1184.888914,937.5918526,1159.755912,910.1297178,1045.379417,953.7256221,2
957.2363308,722.7896821,977.6659373,838.5505537,1048.832448,1491.903787,3
811.5607267,1025.584796,984.7393295,1096.947303,1105.05726,1464.886058,3
922.3080587,806.111911,734.5988953,857.3242998,1098.412925,1199.465936,1
1148.728336,578.6463499,598.0829827,718.9154994,1364.624858,831.8166226,0
1107.011496,740.5188361,1378.520336,672.5936711,564.2742474,1577.773928,3
506.7095428,1231.029081,608.584006,1343.197354,1332.903068,1472.076291,3
1207.341145,431.7203163,497.2099556,616.0162016,1433.086587,765.4889408,0
781.166792,1049.474505,839.0400794,1108.291524,1158.315954,1341.340809,3
1298.600192,939.4112488,1773.891139,884.1771815,729.3116314,1382.586772,3
1136.542759,769.8928658,950.7867227,858.9015847,1217.706879,1025.799471,1
1092.467238,753.5215565,1019.566415,846.0713775,1128.211739,1213.838844,1
1051.347637,696.9502281,565.880264,474.3383496,609.2774059,837.8933288,0
1043.672864,933.7255497,940.3872879,793.9165356,792.8007856,1007.064705,2
1124.678695,863.014974,934.1846708,923.4163588,1243.710464,925.4869333,1
1309.757264,676.8582933,1085.487907,628.0743468,905.5839633,897.9214796,0
746.8214081,946.5376392,679.7070967,988.628837,1083.943197,1353.456981,3
959.0595545,955.3811914,946.6338981,1006.156233,1151.031325,1186.530551,1
1214.272777,821.4349147,1293.763116,811.9314504,920.6483878,1170.809222,2
1165.83785,790.7750368,995.3842221,865.949433,1208.350252,987.8256326,0
1289.285387,511.8109397,921.941084,585.3556525,1092.433908,958.2139683,0
1229.918036,680.3045592,1235.248906,679.8113676,852.8351435,1232.738533,0
1070.41747,958.3150402,1372.938859,915.421267,799.6093143,1406.752126,3
1106.987594,775.0101948,998.4347556,737.1215594,887.8942292,1123.890108,0
1006.778117,881.007478,841.30816,785.9314348,864.4092981,1039.870626,2
1200.710237,932.5969822,1142.38011,933.554484,1128.004485,909.1519955,2
1151.872276,824.6305496,1188.965536,935.8933098,1193.441957,1195.484295,1
1269.684083,587.8549838,1047.742482,575.950633,885.6571954,1045.011411,0
1103.347446,911.5234521,732.011598,859.4635342,1142.633585,683.9569872,1
1339.358522,757.6364928,1235.625706,843.1157641,1218.184956,921.2294756,1
1385.671618,812.8042404,1306.87486,933.368834,1349.748944,842.2017836,1
592.967869,1031.088137,612.8455278,1082.126032,1082.251447,1512.75253,3
1044.651964,974.2210239,901.4354955,780.1015995,736.3718871,911.7582886,2
1169.32283,885.9157791,1281.898114,794.1860257,767.4436259,1173.447458,3
1209.576848,870.6657378,1114.941784,926.6645576,1213.567563,934.7141503,2
1033.408363,924.3450717,1233.45636,880.756308,813.1200913,1370.232218,3
1029.01642,866.8327773,748.7916806,741.6360659,859.5799605,904.1304748,2
1220.940971,608.4298053,869.4475465,689.236354,1169.546822,937.797714,0
790.7284889,839.8765751,790.4289168,931.3201343,1064.694842,1506.200828,3
902.9863209,798.9074204,480.7415045,838.07541,1196.716446,968.4932216,1
1216.283863,555.1359245,803.1558321,595.4668695,1063.642596,931.1283634,0
1183.46909,880.1612021,1556.840849,822.5031267,687.8325734,1455.148695,3
1275.984071,1051.798639,1360.992102,1054.946211,1189.136571,855.5999599,2
1562.900139,829.8825973,1492.470305,997.773169,1525.34496,654.4938485,1
1320.621442,603.0125836,1185.263475,555.4087449,787.9113025,1067.660285,0
1312.924025,555.7970608,1115.830691,536.655432,838.6354314,1063.340989,1
1199.954135,850.5758789,1178.211225,865.3913318,1057.248061,1043.627973,2
1233.967736,687.7648957,844.2825365,572.3167864,841.3958695,775.6432521,0
1004.908555,858.899258,1199.034224,812.0756466,736.4985208,1466.286653,3
808.6222614,1012.054942,747.9418007,1078.716472,1218.529422,1225.609367,3
1133.975035,798.7858816,918.6170488,861.3414791,1204.059279,961.0319567,0
1299.011207,1017.607335,1406.952446,1056.769952,1229.537581,898.8478224,2
998.4208215,1004.163924,1319.229846,946.9587623,777.4152383,1447.925147,3
682.7808461,1201.81071,761.0603334,1080.783331,864.7899665,1277.355123,2
1123.554568,867.4593737,861.9477621,861.025662,1142.488493,837.4800925,1
1458.723279,558.936519,998.9372183,469.5587585,891.2542161,615.0593555,0
945.6386012,968.0149804,959.1709501,1042.798144,1196.259174,1216.787715,3
1049.880878,908.1930322,1185.263515,844.7987547,797.5908754,1298.623309,3
1055.907926,901.000626,1282.774683,856.8121437,780.9774626,1402.815493,3
1125.663818,834.6412311,946.6764046,906.5667772,1235.143824,970.0652296,0
1033.323363,903.065638,768.731111,1072.039603,1534.274559,902.4989012,0
919.6813549,1177.913223,1170.667886,1161.528201,1050.078332,1260.265986,3
1494.780081,591.8481511,1322.791415,649.1237713,1088.315416,870.5527352,1
886.3567946,1045.312164,1061.407402,1111.004606,1135.833539,1367.467305,3
1189.652215,819.9928924,1148.006888,821.0035245,1005.512518,1065.48016,2
1177.279357,744.6759621,1005.653083,740.1197741,992.8057825,1019.489874,0
1273.317811,914.126815,1357.220892,959.3864889,1148.253977,1015.714049,2
936.5168062,916.1284803,995.2361244,1006.734675,1151.110669,1335.593715,3
1313.01863,1182.609213,1479.222979,1159.996738,1223.734609,757.4310674,2
1121.014803,895.675993,1080.880615,775.5189785,788.0788782,1041.63992,2
1110.785715,941.2234545,1478.12653,877.6437385,712.9420822,1453.935919,3
1179.672099,840.4869977,1108.761243,729.5572193,792.9010308,1010.479373,2
1181.428418,885.8565828,1086.751888,712.3610754,713.7540247,925.9252386,2
755.7563024,1205.296171,784.903215,1014.104936,767.3726343,1138.222586,2
1238.672552,480.3155044,698.8415675,580.8304238,1205.917507,858.3873873,0
1030.907761,1015.258032,1265.770478,994.0815644,929.0990075,1310.843034,3
1284.951192,1100.670855,1563.009529,1004.906011,907.9685514,994.8000072,2
899.4510588,784.3294101,855.0015127,649.7961213,576.353901,1388.276813,0
651.8356467,978.7960427,243.9093065,941.6458018,1109.704073,1032.92989,1
630.7893709,1524.863052,937.0456002,1696.548412,1669.77315,1244.27927,3
1223.374759,1066.766607,1337.691031,977.6579014,965.5561106,916.730838,2
1037.588465,652.0210087,492.901449,375.8695775,478.2256504,832.6460989,0
1244.995073,501.8489126,782.7154867,557.7179715,1084.918909,908.9363669,0
1161.702504,932.2735552,961.9094007,892.6883374,1108.721572,790.4148555,1
1373.238066,552.8528339,1185.522584,559.1357678,906.5713842,1017.32135,1
1383.1401,497.3641075,1176.135298,474.5206497,803.4621587,1045.741934,1
1303.926642,652.4803288,992.5471393,589.0732612,899.1993705,834.2491579,0
1327.054121,1100.198609,1554.555681,1087.597378,1134.558353,903.9800329,2
1181.123973,915.9084736,1335.380046,904.3945135,952.4197768,1180.610326,1
734.1498004,1037.689026,824.2764152,996.3725294,891.6461744,1429.348415,3
849.7489639,1156.506452,793.3979306,924.8913236,713.3268206,998.987035,2
1244.985956,890.7412798,1256.623106,925.0820729,1134.630426,990.6754838,2
1054.363509,666.3995708,928.0301515,516.20763,528.2984475,1270.445389,0
831.1299253,1132.069832,909.5869591,991.0823966,803.3211239,1201.897277,2
1227.968973,620.514759,1128.82918,632.1175439,882.5094664,1188.212523,1
945.47138,966.0956019,882.5760326,902.339246,934.5342895,1122.689165,3
895.3448317,966.625383,826.2276487,956.474651,1039.759055,1171.514339,1
1051.86986,1029.272068,1379.219776,983.1700042,840.3526098,1373.004985,3
1195.748205,923.2094515,1384.415874,871.6762097,856.0648712,1191.631804,3
1025.002409,902.8322764,996.551203,939.3985229,1100.59586,1159.038854,1
1256.196215,918.3421121,1175.785002,1023.072117,1374.328298,853.2426369,2
1335.334542,218.3265593,608.2257044,306.8822825,1068.993073,846.8261497,0
1224.360749,707.9060312,1188.937673,780.2312766,1061.968543,1169.125088,1
1043.291675,1087.893428,1149.731147,1081.440519,1111.749429,1076.587406,0
945.2540105,1103.798575,879.6714645,870.8671834,697.0852698,949.9497978,2
1241.911333,602.8731308,901.3168505,688.7547602,1175.988504,934.9547868,0
1160.794938,791.0059175,995.8075809,830.1844585,1124.432224,995.5278229,2
1496.120641,672.0666503,1366.726752,766.6345877,1223.393876,829.1324833,1
710.8230181,1130.288292,781.5729622,1223.302499,1280.479479,1339.893839,3
918.31465,1013.51823,648.4683885,1039.29807,1290.366988,877.7522914,1
955.3458245,1045.7505,828.7510983,833.5828271,725.9585654,939.6556106,2
1000.495096,951.184176,953.6430673,1031.023411,1245.221354,1113.47099,3
948.797929,1001.735426,732.5926991,807.4796959,773.3906112,898.9682645,2
806.5811968,1014.472083,506.6257257,941.6617146,1054.352958,949.4520982,1
1236.713347,570.9279542,731.4204075,329.6358562,520.4226334,765.8510687,0
1396.24463,669.4240237,1031.047145,634.4372882,1041.060016,663.8053512,0
1414.836972,602.2060214,1103.653911,540.8001264,892.2568634,777.322003,0
1057.821582,938.9722933,962.0880159,784.1812027,765.2345325,993.5997271,2
736.6706861,800.6719728,401.5978103,830.3095905,1069.88605,1232.222178,1
1530.831182,466.9492906,1222.908317,450.7922063,898.1089716,817.9851718,1
1140.978518,580.568987,797.7055364,756.5334148,1320.132344,1068.777492,2
1070.245947,890.1740828,930.2270407,868.0362907,1040.22081,998.9198155,1
1288.765374,544.4972522,1129.7043,535.7710993,820.0289846,1143.591879,1
1214.614262,889.7248024,1150.133071,944.0848976,1212.335032,941.1120101,2
1015.277154,1007.444026,998.1707139,981.5134989,1054.383215,1058.254443,1
1268.985588,756.5925919,1238.089959,891.4184702,1259.054206,1079.139011,2
948.6747696,857.0469971,1108.836057,939.2984143,1019.798522,1500.322263,3
1080.604865,862.8288125,901.9957824,743.5636604,826.2513891,967.913382,2
950.6473473,1001.015298,917.9727379,1038.403517,1174.85988,1120.389019,3
1135.479829,617.0517601,634.8672136,391.3679663,562.4905291,824.4501782,0
1317.842914,743.7507496,1333.38856,819.0533987,1104.738133,1089.146562,0
1172.4726,880.3392047,1182.068091,855.2263211,970.4384931,1069.24405,0
1103.185697,849.1990503,981.0528409,813.5137639,971.3055046,1029.632178,0
999.169601,1117.307324,1362.699567,1069.334971,882.351091,1367.711818,3
954.4081123,1148.36412,976.6636767,899.441776,656.3389651,985.5662621,2
1278.454384,776.6165722,1281.872092,891.8786058,1218.35204,1082.869546,1
1420.499,614.0659394,1111.47101,594.5522225,996.5730432,764.2939842,1
780.1367793,629.2723273,398.6315614,250.9029684,48.08575816,1292.757189,0
572.8460364,1313.879551,707.6818524,1154.571726,818.5910984,1322.92955,2
1325.139964,1059.855448,1432.957243,1126.087816,1338.914472,826.8027242,2
1189.881701,1055.886369,1257.208859,961.3406177,959.4563693,911.2062715,2
946.9634168,1050.297052,1093.010082,1016.627419,959.565561,1258.858677,3
691.5008324,962.2771986,426.6889158,957.3914847,1093.708936,1171.006105,1
1193.519182,779.7891224,1220.632734,848.7971806,1076.980542,1188.401016,0
1151.811116,749.0696322,888.982353,674.3844885,887.9130742,934.1511355,0
1081.501243,973.8198201,1265.61547,1060.660805,1173.696326,1259.390802,3
1295.375094,594.7416037,1332.687256,696.5699411,998.4028498,1306.085034,3
1081.221769,974.5160957,887.1327116,955.6065047,1164.586516,833.6535333,1
1187.918978,1027.320386,869.2708182,966.3062896,1232.541642,524.0362758,1
798.7463312,1031.484131,910.070659,1100.555691,1137.877596,1403.20377,3
1254.945436,748.0563924,1282.980741,850.6767927,1140.421217,1165.051254,2
1167.445032,846.5924071,1220.002019,748.640106,750.4323776,1153.059407,3
883.8136726,1094.446772,1088.102119,1063.547113,952.7423419,1338.313109,3
1336.913023,693.2217669,1293.932914,794.4774069,1153.877515,1064.378013,1
1088.269952,687.8234288,1141.446588,760.6991303,945.5318503,1428.866659,3
1302.192138,1014.403342,1412.797924,1047.455717,1212.491218,901.5672749,2
947.1266678,987.7428749,942.9949176,939.1637008,954.8006297,1162.606166,3
776.5944594,773.768109,643.8128643,818.9308736,972.1867227,1445.266639,3
1249.15533,958.5060315,1366.697159,924.2773801,988.3025686,1020.471707,2
1072.696529,928.8285688,864.1038933,741.6582561,755.7338021,862.7673063,2
1232.444395,1047.75111,1324.471593,1002.402433,1059.651625,908.220949,2
1100.805676,855.3534894,934.368204,890.8286039,1159.189471,982.8234976,0
876.4086893,978.095738,885.8748017,1110.544619,1311.94547,1277.216857,3
1269.776319,940.5481762,884.1766751,858.6914751,1169.774233,462.1146024,1
706.6099066,933.5562095,623.5139197,997.4481215,1115.196127,1393.719456,1
1164.012315,534.8063532,581.0529293,649.3091581,1289.687786,827.5951482,0
1255.463637,826.6742811,1133.889888,966.727864,1387.328084,914.9932437,2
912.8232864,1050.142466,1024.46143,948.8543279,819.3728279,1250.197036,2
1152.971155,770.65602,999.1741758,804.8489914,1084.514612,1038.299424,2
958.7803633,932.5583327,730.823501,919.2630806,1114.942018,969.8046305,1
1196.497278,681.0771407,1037.262562,611.5293737,787.3786842,1079.082132,0
1046.665864,744.4532764,1102.385044,823.8758614,999.2270478,1411.274853,3
975.176805,986.3656335,1164.279866,922.881903,816.184512,1346.452052,3
1117.322655,728.7792319,787.450523,774.6465105,1161.453635,929.470086,0
1298.90555,576.2094117,1106.86445,554.4518842,844.9312313,1060.097036,0
853.3203485,1083.611635,732.7364461,902.5550199,793.0901405,1011.21087,2
1085.212659,685.8929896,852.297944,538.7090692,627.0633711,1099.956641,0
1230.134642,663.6407501,1150.016827,705.3685084,980.0777812,1161.101573,1
1000.729225,1044.811719,985.1107257,1014.555283,1075.25701,1032.415323,0
757.9793843,935.1527381,594.660321,1010.683409,1207.009826,1252.040365,1
768.3891752,1238.778805,1295.056125,1241.487826,937.375252,1651.906036,3
869.6257597,922.5923212,777.4131517,950.152227,1085.045656,1225.423206,1
1313.276648,329.0789015,680.3106733,424.5280802,1128.440059,849.0344998,0
706.2623669,1190.786738,725.1089679,1036.13572,823.098104,1197.29853,2
775.5672494,1073.575351,637.8539088,934.7207305,860.0918744,1087.266587,2
999.6047018,963.2267199,994.6603105,915.3086896,950.7155711,1135.468772,3
1142.069791,883.6116861,1004.888784,862.3511596,1058.37578,935.7648765,2
1107.033479,796.2121304,1069.259647,730.1164651,804.6256054,1175.282783,3
932.3650148,869.1432333,896.9748507,902.1189678,1032.884503,1284.074101,3
1223.089005,704.6658563,1133.482712,623.5189068,752.6118153,1100.762048,0
1095.213054,967.9389979,828.4566756,915.5212376,1132.054776,743.8000876,1
1202.639519,716.1881228,1020.101999,675.8398386,901.4516974,1010.290604,0
860.1164105,721.2936217,525.1819979,477.0921848,431.9937365,1170.383227,0
958.9540624,893.2631786,940.1274672,820.2712857,822.2500104,1238.370725,3
1110.280876,951.7713762,849.527979,692.1564248,661.9730956,734.5530871,2
1057.240252,820.7389742,838.0739528,760.9637287,932.4412942,999.9746396,0
1228.166209,811.3041068,1215.11266,871.0547135,1122.510491,1072.406731,2
1046.181828,937.4065228,1377.261685,896.5680842,758.8615601,1486.723922,3
1169.845193,695.2412705,991.1629591,793.6619368,1173.207157,1084.181054,2
1162.325921,707.7071957,1121.316734,692.9030022,852.3795739,1219.086911,0
975.1586421,949.3221184,956.8686534,865.4256728,857.6903228,1158.307197,2
882.663673,940.8781024,715.5884195,975.6458626,1167.164377,1109.822597,1
1216.961878,564.8589837,720.6455349,758.2619656,1459.206071,841.7586895,0
694.3227435,1208.118116,922.1205389,1202.518292,1040.639884,1433.122166,3
1070.595828,754.283134,604.8414482,591.7071836,791.7874082,780.7082603,0
1207.635849,777.2651324,1230.738214,799.398982,978.5137529,1168.139081,2
894.2849734,992.1860385,706.5126883,850.2248538,844.0526893,1001.610461,2
1091.04105,971.551381,1047.561402,1005.706641,1192.992919,997.2292912,1
1154.910911,828.4194146,1019.872702,889.0688126,1188.262123,994.3418733,0
1408.08353,573.5285204,1281.533651,622.3586376,995.9200891,1029.350781,1
1224.831226,361.2808962,462.9198481,526.1570925,1358.584418,768.0840812,0
936.3911036,797.0046718,963.0719448,724.248529,695.1054937,1419.829973,0
847.2052638,1097.419473,935.953009,1224.897152,1359.933086,1259.721572,3
897.6158038,1139.786218,736.2059351,860.0136475,669.2755045,848.8430257,2
1326.121541,595.0918872,578.0307588,371.0526977,755.1610342,381.5241493,0
1246.892846,712.5536904,978.7603811,677.9595393,976.0150596,875.366775,0
1145.978272,686.410301,1134.971557,659.7566787,782.4678111,1291.739691,0
1280.330563,1251.952804,1542.191065,1110.527112,961.9635558,807.5219105,2
843.7426981,907.0961371,733.3833824,853.3960899,893.1753345,1242.192553,3
1170.274287,965.0733835,1019.135914,967.0893491,1206.234548,801.9438618,2
1002.212509,1025.300824,779.08714,769.896055,683.7571395,804.5483046,2
1117.920648,772.7161603,849.6209218,849.2909282,1235.467034,949.885489,0
999.1642591,933.1814063,990.8651529,850.1277825,846.1299416,1162.873297,2
849.0101161,1116.228844,1078.394102,1087.764373,952.6419829,1377.352992,3
1430.545526,990.2315364,1198.890199,868.7753911,1094.240013,406.8879575,1
1162.059456,920.5971899,958.1542454,889.952409,1119.63575,799.4594203,1
1159.564758,725.9769707,889.0304873,774.4375457,1143.718277,954.7203161,0
1102.150441,683.6933776,788.394935,536.513447,678.3347734,996.1722165,0
1150.501481,712.7027512,999.8786993,768.6949478,1073.665117,1111.448498,2
936.5721796,927.6896555,952.5614935,901.41922,930.3151828,1265.092235,2
1362.420028,706.1813664,1150.29674,721.2826592,1085.188127,829.9584795,0
998.3820397,1011.21081,970.4294507,844.818584,749.6111909,1046.857337,2
